#;066;III r S1;;;;;0,0;0,95;0;4,80;0;4,80;0;
#;067;III kk S4;;;;;0,0;0,86;0;5,50;0;5,50;0;
#;068;III kk S3;;;;;0,0;0,70;0;3,00;0;3,00;0;
#;069;III kk S2;;;;;0,0;0,86;0;1,80;0;1,80;0;
#;070;III kk 0;;;;;0,0;0,89;0;7,50;0;7,50;0;
#;071;III kk S1;;;;;0,0;1,00;0;5,10;0;5,10;0;
#;072;III kk M;;;;;0,0;2,10;0;8,10;0;10,20;0;
#;073;IV kk0;;;;;0,0;2,00;0;6,10;0;8,10;0;
#;074;IV kk S4;;;;;0,0;1,80;0;3,20;0;5,00;0;
#;075;IV kk S1;;;;;0,0;1,00;0;3,40;0;3,40;0;
#;076;IV kk M;;;;;0,0;1,10;0;4,60;0;4,60;0;
#;077;IV kk S3;;;;;0,0;1,10;0;4,90;0;4,90;0;
#;078;IV kk S2;;;;;0,0;0,48;0;4,70;0;4,70;0;
#;079;IV r S1;;;;;0,0;1,20;0;5,40;0;5,40;0;
#;080;IV r M;;;;;0,0;1,50;0;9,60;0;11,10;0;
#;081;IV r S3;;;;;0,0;0,04;0;4,60;0;4,60;0;
#;082;IV r S4;;;;;0,0;0,53;0;4,60;0;4,60;0;
#;083;IV r S2;;;;;0,0;1,80;0;3,80;0;5,60;0;
#;084;IV r 0;;;;;0,0;1,50;0;6,60;0;8,10;0;
#;085;IV p S1;;;;;0,0;0,05;0;5,20;0;5,20;0;
#;086;IV p M;;;;;0,0;0,19;0;6,90;0;6,90;0;
#;087;IV p 0;;;;;0,0;0,15;0;8,40;0;8,40;0;
#;088;IV p S2;;;;;0,0;1,60;0;4,00;0;5,60;0;
#;089;IV p S4;;;;;0,0;0,80;0;4,70;0;4,70;0;
#;090;IV p S3;;;;;0,0;0,85;0;3,50;0;3,50;0;
#;091;IV ak 0;;;;;0,0;0,82;0;7,40;0;7,40;0;
#;092;IV ak S4;;;;;0,0;0,83;0;4,60;0;4,60;0;
#;093;IV ak S3;;;;;0,0;0,96;0;5,00;0;5,00;0;
#;094;IV ak S1;;;;;0,0;1,10;0;4,90;0;4,90;0;
#;095;IV ak S2;;;;;0,0;2,60;0;4,80;0;7,40;0;
#;096;IV ak M;;;;;0,0;1,20;0;10,00;0;10,00;0;
#;097;5 p;;;;;0,0;1,40;0;3,30;0;3,30;0;
#;098;7 p;;;;;0,0;1,30;0;4,00;0;4,00;0;
#;099;15 p;;;;;0,0;1,30;0;5,50;0;5,50;0;
#;100;17 p;;;;;0,0;1,40;0;10,00;0;10,00;0;
#;101;28 p;;;;;0,0;0,60;0;4,20;0;4,20;0;
#;102;30 p;;;;;0,0;1,70;0;5,50;0;7,20;0;
#;103;34 p;;;;;0,0;0,98;0;8,00;0;8,00;0;
#;104;44 p;;;;;0,0;1,20;0;4,90;0;4,90;0;
#;105;49 p;;;;;0,0;0,91;0;4,20;0;4,20;0;
#;106;56 p;;;;;0,0;1,40;0;7,80;0;7,80;0;
#;107;57 p;;;;;0,0;1,60;0;6,10;0;7,70;0;
#;108;61 p;;;;;0,0;1,30;0;6,10;0;6,10;0;
#;109;87 p;;;;;0,0;1,10;0;9,20;0;9,20;0;
#;110;89 p;;;;;0,0;1,70;0;6,10;0;7,80;0;
#;111;89 pohja;;;;;0,0;2,20;0;6,90;0;9,10;0;
#;112;92 pohja;;;;;0,0;0,71;0;5,20;0;5,20;0;
